"iyear","country_txt","latitude","longitude","attacktype1_txt","nkill"
1971,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1971,"Spain",43.291618,-1.977903,"Hostage Taking (Kidnapping)",0
1971,"Spain",38.951603,-0.138765,"Bombing/Explosion",NA
1971,"Spain",NA,NA,"Bombing/Explosion",0
1971,"Spain",40.465595,-3.696263,"Bombing/Explosion",0
1971,"Spain",43.258434,-2.921819,"Bombing/Explosion",0
1971,"Spain",42.815372,-1.653616,"Bombing/Explosion",NA
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"Spain",43.18418,-2.473289,"Bombing/Explosion",NA
1971,"Spain",40.465595,-3.696263,"Bombing/Explosion",NA
1971,"Spain",41.614152,0.625783,"Bombing/Explosion",NA
1971,"Spain",41.400635,2.150913,"Bombing/Explosion",0
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1971,"United Kingdom",54.794884,-7.537385,"Assassination",1
1971,"United Kingdom",55.011562,-7.312045,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"Spain",40.465595,-3.696263,"Bombing/Explosion",0
1971,"Spain",40.465595,-3.696263,"Bombing/Explosion",0
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1971,"Italy",41.890961,12.490069,"Hijacking",0
1971,"United Kingdom",54.077313,-6.608787,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",54.22641,-7.649053,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",54.183052,-6.341388,"Bombing/Explosion",1
1971,"United Kingdom",54.552254,-6.086832,"Bombing/Explosion",1
1971,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1971,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1971,"United Kingdom",55.011562,-7.312045,"Assassination",1
1971,"United Kingdom",54.531707,-6.737144,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",54.819164,-7.467909,"Assassination",1
1971,"Italy",41.890961,12.490069,"Bombing/Explosion",NA
1971,"West Germany (FRG)",52.50153,13.401851,"Facility/Infrastructure Attack",NA
1971,"United Kingdom",55.011562,-7.312045,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",2
1971,"United Kingdom",55.011562,-7.312045,"Assassination",1
1971,"United Kingdom",51.504387,-0.140041,"Hostage Taking (Kidnapping)",0
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",54.530989,-6.02939,"Bombing/Explosion",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1971,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",2
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",55.011562,-7.312045,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",55.011562,-7.312045,"Bombing/Explosion",2
1971,"Ireland",53.361675,-6.245485,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",2
1971,"Spain",41.400635,2.150913,"Bombing/Explosion",0
1971,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",3
1971,"United Kingdom",54.463367,-6.328597,"Assassination",1
1971,"United Kingdom",55.011562,-7.312045,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",2
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"West Germany (FRG)",52.50153,13.401851,"Facility/Infrastructure Attack",NA
1971,"United Kingdom",54.819164,-7.467909,"Armed Assault",1
1971,"United Kingdom",54.463367,-6.328597,"Bombing/Explosion",1
1971,"United Kingdom",54.183052,-6.341388,"Bombing/Explosion",2
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"Spain",43.18418,-2.473289,"Bombing/Explosion",NA
1971,"West Germany (FRG)",52.50153,13.401851,"Armed Assault",NA
1971,"United Kingdom",54.077313,-6.608787,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",15
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1971,"United Kingdom",54.351322,-6.837455,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"Spain",43.2482,-1.990517,"Facility/Infrastructure Attack",NA
1971,"United Kingdom",54.794884,-7.537385,"Assassination",2
1971,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",4
1971,"United Kingdom",54.819164,-7.467909,"Assassination",1
1971,"United Kingdom",51.504387,-0.140041,"Assassination",0
1971,"Switzerland",46.198392,6.142296,"Assassination",0
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1971,"United Kingdom",54.607712,-5.95621,"Assassination",1
1971,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1971,"United Kingdom",55.011562,-7.312045,"Assassination",1
1972,"Spain",43.15,-2.610278,"Hostage Taking (Kidnapping)",0
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.684823,-5.965868,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"Spain",40.465595,-3.696263,"Bombing/Explosion",NA
1972,"United Kingdom",54.250039,-6.703625,"Bombing/Explosion",1
1972,"Austria",48.208174,16.373819,"Bombing/Explosion",NA
1972,"United Kingdom",54.255696,-5.948804,"Bombing/Explosion",1
1972,"United Kingdom",55.011562,-7.312045,"Assassination",2
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1972,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",7
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"West Germany (FRG)",52.50153,13.401851,"Bombing/Explosion",1
1972,"Ireland",53.361675,-6.245485,"Facility/Infrastructure Attack",0
1972,"United Kingdom",54.577389,-6.677339,"Bombing/Explosion",1
1972,"Netherlands",51.794294,5.64916,"Bombing/Explosion",0
1972,"United Kingdom",54.250039,-6.703625,"Bombing/Explosion",2
1972,"West Germany (FRG)",53.553813,9.991586,"Bombing/Explosion",0
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.347539,-6.656108,"Armed Assault",1
1972,"United Kingdom",54.131402,-6.586387,"Bombing/Explosion",2
1972,"United Kingdom",54.184008,-7.360209,"Assassination",1
1972,"United Kingdom",55.011562,-7.312045,"Hostage Taking (Kidnapping)",1
1972,"United Kingdom",54.479875,-6.228448,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",4
1972,"West Germany (FRG)",53.553813,9.991586,"Bombing/Explosion",0
1972,"United Kingdom",51.248429,-0.755979,"Bombing/Explosion",7
1972,"United Kingdom",51.248429,-0.755979,"Bombing/Explosion",7
1972,"Spain",40.465595,-3.696263,"Bombing/Explosion",0
1972,"United Kingdom",54.463367,-6.328597,"Assassination",1
1972,"United Kingdom",54.183052,-6.341388,"Assassination",1
1972,"United Kingdom",54.365171,-8.036373,"Assassination",1
1972,"Spain",NA,NA,"Bombing/Explosion",0
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"Spain",40.465595,-3.696263,"Bombing/Explosion",NA
1972,"Spain",40.465595,-3.696263,"Bombing/Explosion",0
1972,"Spain",40.465595,-3.696263,"Facility/Infrastructure Attack",NA
1972,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1972,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",2
1972,"United Kingdom",55.011562,-7.312045,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",0
1972,"United Kingdom",55.011562,-7.312045,"Bombing/Explosion",0
1972,"United Kingdom",54.293235,-6.842351,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.536706,-6.70361,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",2
1972,"United Kingdom",54.463367,-6.328597,"Bombing/Explosion",1
1972,"Spain",41.303168,2.003213,"Facility/Infrastructure Attack",NA
1972,"Spain",43.174382,-2.775258,"Armed Assault",NA
1972,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",7
1972,"United Kingdom",55.011562,-7.312045,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Armed Assault",1
1972,"United Kingdom",54.607712,-5.95621,"Armed Assault",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",55.043617,-7.023927,"Bombing/Explosion",2
1972,"Sweden",59.332788,18.064488,"Bombing/Explosion",0
1972,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1972,"United Kingdom",54.607712,-5.95621,"Armed Assault",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",55.011562,-7.312045,"Bombing/Explosion",1
1972,"West Germany (FRG)",52.50153,13.401851,"Armed Assault",0
1972,"West Germany (FRG)",NA,NA,"Facility/Infrastructure Attack",NA
1972,"Spain",41.735443,1.977921,"Bombing/Explosion",NA
1972,"United Kingdom",55.071136,-6.513154,"Bombing/Explosion",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",55.011562,-7.312045,"Assassination",1
1972,"United Kingdom",55.011562,-7.312045,"Armed Assault",1
1972,"United Kingdom",54.192934,-6.576051,"Hostage Taking (Kidnapping)",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"West Germany (FRG)",52.50153,13.401851,"Bombing/Explosion",0
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.713641,-5.808233,"Bombing/Explosion",1
1972,"Spain",43.066932,-2.167393,"Assassination",NA
1972,"Spain",41.560953,2.01044,"Bombing/Explosion",NA
1972,"Sweden",59.332788,18.064488,"Bombing/Explosion",NA
1972,"West Germany (FRG)",52.50153,13.401851,"Bombing/Explosion",0
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"Italy",45.463681,9.188171,"Bombing/Explosion",1
1972,"Austria",48.208174,16.373819,"Hijacking",4
1972,"West Germany (FRG)",50.11797,8.644191,"Bombing/Explosion",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"West Germany (FRG)",48.139126,11.580186,"Bombing/Explosion",0
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"West Germany (FRG)",49.008085,8.403756,"Assassination",0
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.69212,-5.863265,"Assassination",1
1972,"United Kingdom",54.077313,-6.608787,"Assassination",1
1972,"Spain",41.560953,2.01044,"Bombing/Explosion",NA
1972,"Spain",41.400635,2.150913,"Bombing/Explosion",0
1972,"West Germany (FRG)",53.553813,9.991586,"Bombing/Explosion",0
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.787715,-6.492314,"Assassination",1
1972,"United Kingdom",55.011562,-7.312045,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.787715,-6.492314,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"West Germany (FRG)",49.4019,8.680285,"Bombing/Explosion",3
1972,"France",48.856644,2.34233,"Bombing/Explosion",0
1972,"France",48.856644,2.34233,"Bombing/Explosion",0
1972,"France",48.856644,2.34233,"Bombing/Explosion",0
1972,"France",48.856644,2.34233,"Bombing/Explosion",0
1972,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",8
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"Spain",43.230556,-2.845833,"Armed Assault",NA
1972,"United Kingdom",54.238631,-7.170908,"Bombing/Explosion",2
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",55.011562,-7.312045,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.787715,-6.492314,"Bombing/Explosion",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"Ireland",53.361675,-6.245485,"Bombing/Explosion",0
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",55.011562,-7.312045,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"West Germany (FRG)",48.139126,11.580186,"Bombing/Explosion",0
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.446968,-6.39292,"Bombing/Explosion",3
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",55.011562,-7.312045,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.927953,-6.925873,"Bombing/Explosion",3
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.183052,-6.341388,"Assassination",1
1972,"United Kingdom",55.011562,-7.312045,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",2
1972,"United Kingdom",54.607712,-5.95621,"Assassination",2
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",2
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",3
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",55.011562,-7.312045,"Assassination",1
1972,"United Kingdom",54.42071,-6.443767,"Assassination",1
1972,"United Kingdom",54.42071,-6.443767,"Assassination",2
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"West Germany (FRG)",53.553813,9.991586,"Bombing/Explosion",NA
1972,"West Germany (FRG)",53.553813,9.991586,"Bombing/Explosion",NA
1972,"West Germany (FRG)",53.553813,9.991586,"Bombing/Explosion",NA
1972,"West Germany (FRG)",53.553813,9.991586,"Bombing/Explosion",NA
1972,"United Kingdom",54.101529,-6.526442,"Bombing/Explosion",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.077313,-6.608787,"Bombing/Explosion",2
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1972,"United Kingdom",54.819164,-7.467909,"Bombing/Explosion",1
1972,"United Kingdom",54.607712,-5.95621,"Armed Assault",1
1972,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",6
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",3
1972,"United Kingdom",54.607712,-5.95621,"Assassination",2
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Hostage Taking (Kidnapping)",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",2
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.595455,-5.797763,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.910864,-7.15523,"Bombing/Explosion",9
1972,"United Kingdom",54.819164,-7.467909,"Bombing/Explosion",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.42071,-6.443767,"Assassination",1
1972,"Italy",45.65363,13.778407,"Bombing/Explosion",0
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.253718,-7.44106,"Bombing/Explosion",2
1972,"United Kingdom",54.184008,-7.360209,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",2
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"Italy",41.890961,12.490069,"Bombing/Explosion",0
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Armed Assault",1
1972,"United Kingdom",54.077313,-6.608787,"Bombing/Explosion",1
1972,"United Kingdom",55.011562,-7.312045,"Armed Assault",1
1972,"United Kingdom",55.011562,-7.312045,"Armed Assault",1
1972,"United Kingdom",54.345417,-7.636355,"Bombing/Explosion",2
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",55.011562,-7.312045,"Armed Assault",1
1972,"United Kingdom",54.607712,-5.95621,"Armed Assault",1
1972,"United Kingdom",54.184008,-7.360209,"Bombing/Explosion",1
1972,"Spain",43.230556,-2.845833,"Assassination",1
1972,"Greece",37.99749,23.762728,"Bombing/Explosion",0
1972,"France",48.856644,2.34233,"Hostage Taking (Kidnapping)",0
1972,"United Kingdom",54.607712,-5.95621,"Armed Assault",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.42071,-6.443767,"Assassination",1
1972,"West Germany (FRG)",48.139126,11.580186,"Assassination",16
1972,"United Kingdom",54.42071,-6.443767,"Bombing/Explosion",1
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.50853,-6.763131,"Bombing/Explosion",3
1972,"Belgium",50.836426,4.367415,"Assassination",0
1972,"United Kingdom",54.607712,-5.95621,"Assassination",1
1972,"United Kingdom",54.607712,-5.95621,"Bombing/Explosion",3
1972,"United Kingdom",55.011562,-7.312045,"Armed Assault",1
1972,"Sweden",57.696994,11.9865,"Hijacking",0
1972,"United Kingdom",55.011562,-7.312045,"Armed Assault",1
1972,"United Kingdom",54.201137,-6.361129,"Bombing/Explosion",1
1972,"United Kingdom",51.504387,-0.140041,"Assassination",1
1972,"United Kingdom",51.504387,-0.140041,"Assassination",0
